trait	pmid	date_published	size_cases	size_controls	size_other	size_total	size_effective	nsignif
Serum vitamin D-binding protein levels	24740207	2014-04-16	0	0	1380	1380	1380	2
Setpoint viral load in HIV-1 infection	26553974	2015-11-09	6315	0	0	6315	6315	15
Severe aplastic anemia	32004448	2020-01-30	359	1396	0	1755	1142.254131054131	2
Severe bacterial meningitis	31092817	2019-05-15	277	4836	0	5113	1047.9734011343633	1
Severe depressive disorders in coronary artery disease	30563176	2018-12-05	78	264	0	342	240.8421052631579	1
Severe diabetic retinopathy in type 2 diabetes	30178632	2018-09-04	560	4106	0	4666	1971.161594513502	2
Severe gastric atrophy	30753327	2019-02-08	120	760	0	880	414.5454545454545	1
Severe gingival inflammation	28459102	2016-04-20	0	0	4077	4077	4077	1
Severe influenza A (H1N1) infection	26379185	2015-09-17	49	549	0	598	179.93979933110367	34
Severe malaria	26416757	2015-09-30	5130	5291	0	10421	10418.5126187506	2
Severe malaria	29381699	2018-01-30	449	465	0	914	913.7199124726478	1
Severity of nausea and vomiting of pregnancy	29563502	2018-03-21	0	0	53731	53731	53731	7
Sex hormone levels	26014426	2015-05-27	0	0	2913	2913	2913	10
Sex hormone-binding globulin levels	22675492	2012-06-04	0	0	1598	1598	1598	1
Sex hormone-binding globulin levels	22829776	2012-07-19	0	0	21791	21791	21791	22
Sex ratio	26763874	2016-01-14	0	0	8842	8842	8842	1
Sexual dimorphism in anthropometric traits	23754948	2013-06-06	0	0	133723	133723	133723	3
Shingles	28928442	2017-09-19	16711	118152	0	134863	58561.29767245278	36
Shingles	30298529	2018-10-08	3599	40882	756	45237	13231.205953103574	11
Sickle cell anemia (haemolysis)	23406172	2013-02-14	0	0	1117	1117	1117	3
Sitting height ratio	25865494	2015-04-09	0	0	25135	25135	25135	10
Sjögren's syndrome	24097066	2013-10-06	542	1050	0	1592	1429.8994974874374	5
Sjögren's syndrome	24097067	2013-11-01	395	1975	0	2370	1316.6666666666667	10
Sjögren's syndrome	27503288	2016-08-08	242	1444	0	1686	829.0581257413996	1
Sjögren's syndrome	28076899	2017-01-11	1429	4584	148	6161	4357.582571095959	6
Skin aging (microtopography measurement)	28502801	2017-05-11	0	0	5087	5087	5087	4
Skin aging measurement	31522824	2019-09-06	0	0	1534	1534	1534	7
Skin and soft tissue Staphylococcus aureus infection	26450422	2015-10-08	2130	45434	0	47564	8138.459338995879	1
Skin colour saturation	25963972	2015-05-12	0	0	5857	5857	5857	7
Skin fluorescence in type 1 diabetes	27207532	2016-04-12	1359	0	0	1359	1359	1
Skin pigmentation	17999355	2007-10-15	0	0	737	737	737	3
Skin pigmentation	28300201	2017-03-16	0	0	285	285	285	3
Skin pigmentation	29195075	2017-11-30	0	0	216	216	216	2
Skin pigmentation	30664655	2019-01-21	0	0	6236	6236	6236	12
Skin pigmentation	31315583	2019-07-17	0	0	762	762	762	6
Skin pigmentation (conditioned on rs1426654 and rs35397)	31315583	2019-07-17	0	0	2104	2104	2104	11
Skin pigmentation traits	30166351	2018-08-30	0	0	4988	4988	4988	43
Skin reflectance (Melanin index)	30895295	2019-03-21	0	0	720	720	720	3
Skin sensitivity to sun	17952075	2007-10-21	0	0	2986	2986	2986	1
Skin sensitivity to sun	18488028	2008-05-18	0	0	5130	5130	5130	1
Skin sensitivity to sun	25963972	2015-05-12	0	0	2668	2668	2668	1
Skin, hair and eye pigmentation (multivariate analysis)	30664655	2019-01-21	0	0	6236	6236	6236	11
Sleep (number of episodes)	30952852	2019-04-05	0	0	84810	84810	84810	1
Sleep duration	25469926	2014-12-02	0	0	47180	47180	47180	2
Sleep duration	27494321	2016-08-05	0	0	127573	127573	127573	3
Sleep duration	27992416	2016-12-19	0	0	111975	111975	111975	1
Sleep duration	28604731	2017-06-12	0	0	112411	112411	112411	3
Sleep duration	30531941	2018-12-10	0	0	91105	91105	91105	22
Sleep duration	30804565	2019-02-25	0	0	384317	384317	384317	53
Sleep duration	30846698	2019-03-07	0	0	446118	446118	446118	52
Sleep duration (long sleep)	30846698	2019-03-07	34184	305742	0	339926	122985.40891841165	8
Sleep duration (short sleep)	30846698	2019-03-07	106192	305742	0	411934	315267.53765409027	27
Sleep traits (multi-trait analysis)	27992416	2016-12-19	0	0	112586	112586	112586	6
Sleep-related phenotypes	17903308	2007-09-19	0	0	941	941	941	1
Small HDL particle concentration	29084231	2017-10-30	0	0	8372	8372	8372	2
Small LDL particle concentration	29084231	2017-10-30	0	0	8372	8372	8372	26
Small VLDL particle concentration	29084231	2017-10-30	0	0	8372	8372	8372	25
Small cell lung carcinoma	28604730	2017-06-12	2664	21444	0	24108	9478.482827277252	4
Small intestine neuroendocrine tumor	27492634	2016-08-01	293	4783	0	5076	1104.3490937746258	1
Small vessel stroke	26732560	2016-01-05	601	21969	0	22570	2339.9856446610543	1
Small vessel stroke	27997041	2016-12-20	2275	12285	0	14560	7678.125000000001	1
Smoking behavior	20418888	2010-04-25	0	0	31266	31266	31266	3
Smoking behavior	20418889	2010-04-25	0	0	41150	41150	41150	1
Smoking behavior	20418890	2010-04-25	0	0	74035	74035	74035	5
Smoking behavior	22832964	2012-05-22	0	0	32389	32389	32389	1
Smoking behavior	23049750	2012-09-25	0	0	11696	11696	11696	1
Smoking behaviour (age at first cigarette)	30679032	2018-12-06	0	0	146117	146117	146117	3
Smoking behaviour (cigarette pack-years)	30679032	2018-12-06	0	0	150993	150993	150993	17
Smoking behaviour (cigarette pack-years)	32157176	2020-03-10	0	0	4676	4676	4676	2
Smoking behaviour (cigarettes smoked per day)	30617275	2019-01-07	0	0	128746	128746	128746	7
Smoking behaviour (cigarettes smoked per day)	30643251	2019-01-14	0	0	377334	377334	377334	55
Smoking behaviour (cigarettes smoked per day)	30679032	2018-12-06	0	0	2685	2685	2685	13
Smoking behaviour (cigarettes smoked per day)	31089300	2019-03-25	0	0	72655	72655	72655	11
Smoking behaviour (cigarettes smoked per day)	31217584	2019-06-19	0	0	15862	15862	15862	4
Smoking behaviour (cigarettes smoked per day)	32157176	2020-03-10	0	0	4772	4772	4772	2
Smoking behaviour (maximum cigarettes in a 24 hour period)	29532581	2018-03-13	0	0	2450	2450	2450	2
Smoking cessation	30617275	2019-01-07	0	0	121543	121543	121543	2
Smoking cessation	30643251	2019-01-14	0	0	547219	547219	547219	24
Smoking cessation (MTAG)	30643251	2019-01-14	0	0	820192	820192	820192	80
Smoking initiation	30617275	2019-01-07	0	0	346813	346813	346813	40
Smoking initiation (ever regular vs never regular)	30643251	2019-01-14	0	0	1232091	1232091	1232091	378
Smoking initiation (ever regular vs never regular)	30679032	2018-12-06	0	0	433216	433216	433216	97
Smoking initiation (ever regular vs never regular)	31089300	2019-03-25	0	0	89678	89678	89678	2
Smoking initiation (ever regular vs never regular) (MTAG)	30643251	2019-01-14	0	0	1359002	1359002	1359002	643
Smoking intensity (cotinine levels/cigarettes per day)	32157176	2020-03-10	0	0	4772	4772	4772	2
Smoking status	30595370	2018-12-27	0	0	458000	458000	458000	158
Smoking status (ever vs never smokers)	30271922	2018-05-03	207229	243177	0	450406	447536.9025545841	2
Smoking status (ever vs never smokers)	30643258	2019-01-14	0	0	518633	518633	518633	223
Smoking status (ever vs never smokers)	32231276	2020-03-30	0	0	336066	336066	336066	35
Smoking status (heavy vs light)	28520984	2017-05-17	1929	3156	0	5085	4788.927433628319	2
Smoking status (heavy vs never)	26423011	2015-09-27	0	0	48931	48931	48931	6
Snoring	28604731	2017-06-12	0	105377	0	105377	105377	1
Snoring	30804565	2019-02-25	0	0	359916	359916	359916	42
Snoring	32060260	2020-02-14	61792	156554	0	218346	177219.36317587682	79
Social communication problems	24564958	2014-02-24	0	0	5628	5628	5628	1
Social science traits (pleiotropy) (HIPO component 1)	30289880	2018-10-05	0	0	630791	630791	630791	12
Sodium levels	29403010	2018-02-05	0	0	127304	127304	127304	14
Soluble E-selectin levels	19729612	2009-09-03	0	0	686	686	686	1
Soluble E-selectin levels	31217265	2019-06-19	0	0	5284	5284	5284	2
Soluble ICAM-1	18604267	2008-07-04	0	0	4570	4570	4570	4
Soluble ICAM-1	21533024	2011-04-21	0	0	22435	22435	22435	3
Soluble ICAM-1	31217265	2019-06-19	0	0	5284	5284	5284	3
Soluble VCAM-1 levels	31217265	2019-06-19	0	0	5284	5284	5284	3
Soluble interleukin-2 receptor subunit alpha	26293465	2015-08-20	0	0	3647	3647	3647	5
Soluble leptin receptor levels	20167575	2010-02-22	686	820	0	1506	1494.0770252324037	1
Soluble levels of adhesion molecules	20167578	2010-02-18	0	0	9813	9813	9813	5
Spatial processing	31596458	2019-10-09	623	910	0	1533	1479.2694063926942	2
Speech perception in dyslexia	19786962	2009-09-29	200	0	0	200	200	1
Sperm motility	29453196	2018-02-16	0	0	811	811	811	1
Spherical equivalent	29808027	2018-05-28	0	0	66127	66127	66127	49
Spherical equivalent (joint analysis main effects and education interaction)	27020472	2016-03-29	0	0	50351	50351	50351	42
Spherical equivalent or myopia (age of diagnosis)	29808027	2018-05-28	0	0	170420	170420	170420	140
Sphingolipid d18:1/d18:2 ratio	31862735	2019-12-20	0	0	658	658	658	1
Sphingolipid levels	19798445	2009-10-02	0	0	4110	4110	4110	5
Sphingolipid levels	22359512	2012-02-16	0	0	4034	4034	4034	10
Sphingolipid levels	26068415	2015-06-12	0	0	7478	7478	7478	7
Sphingomyelin levels	31551469	2019-09-24	0	0	2045	2045	2045	21
Spine bone mineral density and alcohol drinking	28012008	2016-12-23	0	0	2059	2059	2059	1
Spine bone size	31053729	2019-05-03	0	0	29059	29059	29059	7
Spontaneous dizygotic twinning	27132594	2016-05-05	0	12953	1980	14933	14933	2
Spontaneous preterm birth (maternal effect)	28598419	2017-06-09	0	0	1496	1496	1496	2
Spontaneous preterm birth (preterm birth)	25599974	2015-01-19	0	0	1851	1851	1851	1
Sporadic neuroblastoma	28545128	2017-05-18	2101	4202	0	6303	5602.666666666667	8
Sporadic pituitary adenoma	26029870	2015-06-01	771	2788	0	3559	2415.901095813431	3
Squamous cell carcinoma	23341777	2013-01-17	833	3094	0	3927	2625.2121212121215	1
Squamous cell carcinoma	26829030	2016-01-29	6891	54566	0	61457	24473.326455895993	12
Squamous cell carcinoma	26908436	2016-02-12	745	12805	0	13550	2816.1549815498156	1
Squamous cell carcinoma	31174203	2019-06-07	9674	625657	0	635331	38106.7872841086	13
Squamous cell lung carcinoma	28604730	2017-06-12	7426	55627	0	63053	26205.642998747084	43
Squamous cell lung carcinoma	31326317	2019-07-17	8350	27355	0	35705	25589.049152779724	3
Staphylococcus aureus infection	26450422	2015-10-08	4701	45344	0	50045	17037.637646118495	1
Staphylococcus aureus nasal carriage (intermittent)	26569114	2015-11-16	0	0	717	717	717	1
Statin-induced myopathy (severe)	31220337	2019-06-20	32	2501	0	2533	126.38294512435849	1
Stearic acid (18:0) levels	23362303	2013-01-29	0	0	8961	8961	8961	5
Stem cell factor levels	27989323	2016-12-13	0	0	8290	8290	8290	2
Stem cell growth factor beta levels	27989323	2016-12-13	0	0	3682	3682	3682	10
Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	21912425	2011-09-13	14	991	0	1005	55.21990049751244	1
Strabismus	31073882	2019-05-09	1345	65349	0	66694	5271.5029837766515	1
Straight vs curly hair	27487801	2016-11-01	2675	224	0	2899	826.7678509830977	2
Straight vs curly hair	29895819	2018-06-12	0	0	4878	4878	4878	1
Strenuous sports or other exercises	29899525	2018-06-13	124842	225650	0	350492	321497.74944934546	8
Strep throat	28928442	2017-09-19	52487	22017	0	74504	62042.64356276174	4
Stress urinary incontinence	31729902	2019-11-15	1809	4811	0	6620	5258.670090634441	1
Stress-related disorders	31116379	2019-05-22	9831	19225	0	29056	26018.85669052863	1
Stress-related phenotypes (multivariate analysis)	31606302	2019-10-09	0	0	583	583	583	2
Stroke	19369658	2009-04-15	1544	18058	0	19602	5689.532088562391	4
Stroke	22306652	2012-02-05	3548	5972	0	9520	8902.796638655462	1
Stroke	26089329	2015-06-18	1592	13154	0	14746	5680.501288485013	3
Stroke	27068588	2016-04-07	4348	80613	0	84961	16501.939666435188	1
Stroke	29531354	2018-03-12	67162	457192	0	524354	234238.16050988453	23
Stroke	30383316	2018-11-01	72147	823869	0	896016	265350.9613355119	3
Stroke (ischemic)	18991354	2008-10-01	1661	10815	0	12476	5759.446938121193	1
Stroke (ischemic)	22941190	2012-09-02	1162	1244	0	2406	2403.2053200332502	1
Stroke (ischemic)	23041239	2012-10-05	12389	62004	0	74393	41303.21702310701	4
Sub-foveal choroidal thickness	29844195	2018-05-29	0	0	3418	3418	3418	1
Subclinical trait of interstitial lung disease (basilar peel-core ratio of high attentuation areas on CT scan)	28521775	2017-05-18	0	0	7671	7671	7671	9
Subclinical trait of interstitial lung disease (basilar percentage of high attenuation areas on CT scan)	28521775	2017-05-18	0	0	7671	7671	7671	4
Subclinical trait of interstitial lung disease (percentage of high attenuation areas on CT scan)	28521775	2017-05-18	0	0	7671	7671	7671	1
Subcortical brain region volumes	25607358	2015-01-21	0	0	13171	13171	13171	10
Subcutaneous adipose tissue	26480920	2015-10-20	0	0	2513	2513	2513	4
Subcutaneous adipose tissue	27918534	2016-12-05	0	0	18247	18247	18247	2
Subcutaneous adipose tissue	30363675	2018-09-27	0	0	2545	2545	2545	1
Subcutaneous adipose tissue attenuation (Hounsfield unit scale)	27918534	2016-12-05	0	0	6148	6148	6148	1
Subiculum volume	30279459	2018-10-02	0	0	21297	21297	21297	4
Subiculum volume (corrected for total hippocampal volume)	30279459	2018-10-02	0	0	21297	21297	21297	1
Subjective well-being	27089181	2016-04-18	0	0	298420	298420	298420	5
Subjective well-being	29292387	2018-01-01	0	0	388538	388538	388538	13
Subjective well-being (MTAG)	29292387	2018-01-01	0	0	388538	388538	388538	49
Subpleural-predominant interstitial lung abnormalities	31339356	2019-07-24	1287	9422	0	10709	4529.317023064712	4
Sudden cardiac arrest	21658281	2011-06-10	88	517	0	605	300.8	12
Sudden cardiac arrest	21738491	2011-06-30	1283	0	0	1283	1283	1
Suffering from nerves	29500382	2018-03-02	0	0	369499	369499	369499	12
Sugar-sweetened beverage consumption	31046077	2019-05-02	0	0	85852	85852	85852	1
Suicidality	30745170	2019-02-07	0	0	122808	122808	122808	3
Suicidality (suicidal ideation/attempts)	30745170	2019-02-07	0	0	108090	108090	108090	1
Suicide attempt severity	30655502	2019-01-17	0	0	6320	6320	6320	1
Suicide attempts	30116032	2018-08-16	6024	44240	0	50264	21208.161706191313	2
Suicide attempts in bipolar disorder	21423239	2011-03-25	0	0	2698	2698	2698	1
Suicide attempts in major depressive disorder	31164008	2019-06-05	0	0	10408	10408	10408	1
Sulfasalazine-induced agranulocytosis	28762467	2017-08-01	36	5170	0	5206	143.00422589320016	7
Sum basophil neutrophil counts	27863252	2016-11-17	0	0	170143	170143	170143	153
Sum eosinophil basophil counts	27863252	2016-11-17	0	0	171771	171771	171771	206
Sum neutrophil eosinophil counts	27863252	2016-11-17	0	0	170384	170384	170384	154
Sunburns	23548203	2013-04-01	0	0	9283	9283	9283	2
Sunburns	30595370	2018-12-27	0	0	344000	344000	344000	81
Superior frontal gyrus grey matter volume	25335168	2014-10-21	158	378	0	536	445.70149253731347	1
Supraventricular ectopy	29618737	2018-04-04	2624	40352	0	42976	9855.14221891288	1
Sural nerve amplitude potential	30992453	2019-04-16	0	0	6879	6879	6879	1
Surgical necrotising enterocolitis in extremely premature birth	29538362	2018-03-14	30	413	133	576	111.87358916478556	1
Survival in breast cancer (estrogen-receptor positive)	29423119	2017-11-28	0	0	3136	3136	3136	1
Survival in colorectal cancer (distant metastatic)	26586795	2015-11-19	462	0	0	462	462	2
Survival in endocrine treated breast cancer (estrogen-receptor positive)	29423119	2017-11-28	0	0	2751	2751	2751	1
Survival in pancreatic cancer	28470677	2017-05-03	868	0	0	868	868	1
Survival in sporadic amyotrophic lateral sclerosis	27244217	2016-05-31	4256	0	0	4256	4256	2
Susceptibility to persistent hepatitis B virus infection	27244555	2016-05-31	1251	1057	0	2308	2291.693240901213	1
Symmetrical dimethylarginine levels	24159190	2013-10-24	0	0	5110	5110	5110	3
Symmetrical dimethylarginine levels	25245031	2014-09-21	0	0	6737	6737	6737	1
Systemic juvenile idiopathic arthritis	27927641	2016-12-07	770	6947	0	7717	2772.678502008552	2
Systemic lupus erythematosus	18204098	2008-01-20	1311	3340	0	4651	3765.848204687164	5
Systemic lupus erythematosus	18204446	2008-01-20	720	2337	0	3057	2201.6879293424927	5
Systemic lupus erythematosus	18204447	2008-01-20	279	515	0	794	723.8539042821159	1
Systemic lupus erythematosus	19165918	2008-08-01	431	2155	0	2586	1436.6666666666667	3
Systemic lupus erythematosus	19838193	2009-10-18	1047	1205	0	2252	2240.9147424511543	17
Systemic lupus erythematosus	19838195	2009-11-01	1310	7859	0	9169	4491.346929872397	14
Systemic lupus erythematosus	20169177	2010-02-12	314	1484	0	1798	1036.6540600667408	2
Systemic lupus erythematosus	21044949	2010-11-02	612	1160	0	1772	1602.5282167042888	1
Systemic lupus erythematosus	21408207	2011-03-03	1717	4813	0	6530	5062.126186830015	7
Systemic lupus erythematosus	22291604	2012-01-26	891	3384	0	4275	2821.1873684210523	1
Systemic lupus erythematosus	23053960	2012-10-07	1527	0	3421	4948	4948	5
Systemic lupus erythematosus	23273568	2012-12-27	1656	3394	0	5050	4451.852673267327	17
Systemic lupus erythematosus	24871463	2014-05-29	725	2438	0	3163	2235.282959215934	12
Systemic lupus erythematosus	25862617	2015-04-10	1656	3394	0	5050	4451.852673267327	1
Systemic lupus erythematosus	26316170	2015-08-28	661	487	0	1148	1121.6271777003483	3
Systemic lupus erythematosus	26502338	2015-10-26	5201	9066	0	14267	13219.952617929488	81
Systemic lupus erythematosus	26606652	2015-11-25	1393	2317	0	3710	3479.871698113207	18
Systemic lupus erythematosus	26663301	2016-05-01	1174	4246	0	5420	3678.822140221402	12
Systemic lupus erythematosus	27399966	2016-07-11	5695	10357	0	16052	14698.010216795414	49
Systemic lupus erythematosus	28714469	2017-07-17	11590	15984	0	27574	26873.80285776456	126
Systemic lupus erythematosus	29494758	2018-03-01	1047	1205	0	2252	2240.9147424511543	3
Systemic lupus erythematosus	29848360	2018-05-30	4943	8483	0	13426	12492.61701176821	5
Systemic lupus erythematosus and Systemic sclerosis	23740937	2013-06-10	3530	7381	0	10911	9551.80276784896	11
Systemic lupus erythematosus or rheumatoid arthritis	27193031	2016-05-18	6148	10398	0	16546	15454.346428139732	7
Systemic sclerosis	20383147	2010-04-11	2296	5171	0	7467	6360.046069371902	4
Systemic sclerosis	21750679	2011-07-07	564	1776	0	2340	1712.246153846154	4
Systemic sclerosis	21779181	2011-07-14	2296	5172	0	7468	6360.424209962507	9
Systemic sclerosis	24387989	2014-01-02	1833	3466	0	5299	4795.756180411399	8
Systemic sclerosis	28314753	2017-03-17	1264	3573	0	4837	3734.771139135828	3
